"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"182","Desde que la vez resulta imponente la Basilica de la Sagrada Familia. tanto por delante como su fachada trasera. Lamentablemente no compramos entradas anticipadamente por internet y el día que fuimos no había tickets para ingresar","16 de septiembre de 2019","imponente",5
"183","cada cierto tiempo me gusta visitar esta impresionante basílica y ver como crece cada vez mas cada día que pasa es mas alta y sus torres van creciendo y por dentro es majestuosa y ver como entra la luz por sus ventanales de colores 
es...Más","15 de septiembre de 2019","una basilica preciosa",5
"184","La sagrada familia es de las estructuras arquitectónicas más bellas en las que he estado. Sin palabras para lo que es ese lugar. Por fuera es impresionante pero por dentro es tan diferente y especial que sin duda vale la pena entrar ya que estás...Más","15 de septiembre de 2019","Uno de los lugares más hermosos que he visitado! ",5
"185","La interminable iglesia de Antoni Gaudi se muestra imponente y exuberante para los ojos de cualquiera. Sin embargo su arquitectura, formas, líneas, cristales y cámaras están diseñadas para deformar la luz y crear una atmosfera y energía un tanto oscura. No se asemeja para nada...Más","15 de septiembre de 2019","Impresionantente oscura",5
"188","Visité la Basílica hace casi treinta años. He vuelto a repetir la visita ahora y me ha decepcionado. La parte diseñada por Gaudí es espectacular. Sin embargo, lo que se está construyendo en los últimos años es muy desafortunado. Roza lo hortera.","13 de septiembre de 2019","La parte de Gaudí es sublime, el resto no.",5
"189","El edificio de Gaudí verdaderamente es algo espectacular que se debe de visitar si está en Barcelona. El interior ofrece algo sumamente distinto de lo exterior. Yo tome el tour con audioguia y me pareció bastante completo. Ofrece varios idiomas. 
Hay que reservar previamente por...Más","13 de septiembre de 2019","Reserva previamente por internet! ",5
"190","La Sagrada Familia nos sorprendió gratamente. Habíamos visitado muchas iglesias en varios países y esta no tiene comparación, es única, por lo bella, distinta y mágica que es, sobre todo en su interior. Los juegos de colores con la luz natural y el sol ingresando...Más","13 de septiembre de 2019","Una iglesia inimaginable e incomparable, una maravilla",5
"192","Única!! Poder apreciar las diferentes etapas, el estilo modernista, después de ver tantas catedrales antiguas está nos muestra algo muy diferente principalmente en la fachada de la muerte, imperdible","13 de septiembre de 2019","Impresionante!!!",5
"193","Preciosas vistas por fuera. Impresiona el cambio de cada una de las caras, moderna por un lado y antigua por el otro, los miles de detalles...es una obra de arte","13 de septiembre de 2019","Impresiona",5
"194","La iglesia es majestuosa. El problema mayor es la fila para entrar y que todavía está en construcción, lo que impide el acceso a ciertas áreas.","13 de septiembre de 2019","Impresionante trabajo de Gaudi",5
"195","imponente desde el punto de vista de la arquitectura. Desde el religioso, no me gusta. Deben sacar con anticipación las entradas.","12 de septiembre de 2019","imponente",5
"198","Se trata de un templo espectacular y único. Muy bien organizado. Totalmente recomendable la audioguia. Fundamental comprar las entradas previamente","11 de septiembre de 2019","Algo único",5
"199","Había venido antes a Barcelona y no había sacado el tiempo para ir a la Sagrada Familia, que tremendo error!! Es lo mejor de Barcelona. Es realmente único, Gaudí era un hombre que se adelantó en el tiempo. Compren por internet la entrada, es facilísimo...Más","11 de septiembre de 2019","Impresionante ",5
"200","De visita obligada de todo visitante de Barcelona, es quizás el monumento mas maravilloso del Modernismo Catalan. Su creador, el arquitecto Antoni Gaudi, un genio, imagino una Catedral del siglo XIX -XX, y plasmo una espiritualidad cristiana moderna inigualable, casi increíble.
es una maravilla unica...Más","11 de septiembre de 2019","NOVENA MARAVILLLA DEL MUNDO",5
"202","Totalmente una edificación maravillosa... un arquitecto que imaginó un sitio y legado para que se disfrute para todos los que puedan visitar, sino puedes ir dentro, disfruta por fuera, pero siempre puedes reservar a medianoche por internet!
Si vas a Barcelona y no visitas esta...Más","10 de septiembre de 2019","Una maravilla ",5
"203","La basílica de la Sagrada Familia es espectacular, su exterior enamora y su interior sorprende. Recomiendo encarecidamente subir a las torres (subida en ascensor y bajada a pie) las vistas de la basílica son preciosas así como las que ofrecen de la ciudad.
La única...Más","10 de septiembre de 2019","Espectacular pero cara",5
"204","Es la (todavía) inconclusa basílica, obra cumbre de Antoní Gaudí. Es espectacular desde todos lados, y se espera que una vez terminada sea uno de los mayores y mejores templos del cristianismo.
Recomendable comprar las entradas con anticipación. No sé puede ingresar con objetos filosos,...Más","10 de septiembre de 2019","Espectacular",5
"205","Es una visita espectacular, no dejar de ir. Emociona, tomarse el tiempo para la recorrida completa.Comprar el ticket por internet y completo .","10 de septiembre de 2019","Visita obligada y emocionante",5
"208","Así como la basílica es una maravilla para la vista y para los amantes de las obras de Gaudí, siento que está muy masificada a pesar de haber una entrada por horas. Llega a resultar agobiantes estar en algunas zonas.","10 de septiembre de 2019","Muy buena",5
"209","Fui el verano del año 2017 y después de recorrer las iglesias de Italia, pensé que iba a ser una iglesia mas y me ¡equivoque!!! Es mas que una iglesia...llena de simbolismos, el solo entrar te emociona...un imperdible en Barcelona","9 de septiembre de 2019","Una maravilla",5
"210","Te deja atónico ni bien entrás, sobre todo si sos religioso. Sin palabras realmente. Hay mucha gente pero si se va con tíquet con horario se entra rápido. Recomendado subir a la torre (solo sino sufre de vértigo).","9 de septiembre de 2019","Impactante",5
"212","Vivo en Barcelona y hacía muchísimo tiempo que no visitaba la Sagrada Familia. Lo hice hace poco y realmente me quedé maravillado. Te puede gustar más o menos el estilo de Gaudí, recordemos que en sus tiempos fué muy criticado, pero actualmente está encumbrado en...Más","9 de septiembre de 2019","GRANDIOSO",5
"213","Ver la creatividad y genio de Gaudí en esta Basílica es una experiencia única. Solo pensar que nació en el Siglo XIX y tuvo esas ideas tan innovadoras es realmente asombroso","9 de septiembre de 2019","Imperdible",5
"214","Singular,diferente,espectacular!imprescindible visita! Si vas a Barcelona hay que perderse esta visita.Mejor reservar con anterioridad la visita pra evitar colas innecesarias. ESPECTACULAR!!!!","8 de septiembre de 2019","Preciosa",5
"215","Conocí La Sagrada Familia de Gaudí cuando sólo existía la fachada del Nacimiento construída. Posteriormente la he visitado otras dos veces siendo constante su construcción en aumento sobre la idea y bocetos del genial arquitecto origen de la idiea. El resultado es impresionante siendo, desde...Más","8 de septiembre de 2019","Sagrada Familia Barcelona. Un monumento único",5
"218","Es espectacular, no te lo puedes perder!!!! Yo estuve hace 10 años, y el cambio es espectacular!!! Una maravilla de colores en el interior!!!","8 de septiembre de 2019","Maravilloso",5
"219","Visita imperdible, no entramos a la iglesia por tiempo, el entorno es muy lindo, harto parque, muchos restaurantes, mucha venta dé souvenirs, la iglesia está a la salida del metro.","7 de septiembre de 2019","Hermosa",5
"220","Es espectacular esta obra de Gaudi. Capilla que rompe con todo esquema. La zona puede colapsar del número de visitantes","7 de septiembre de 2019","Hermosa pero muchos turistas",5
"222","Para mi es un lugar mágico y más favorito, especialmente por la tarde.  Visitado una vez, volveréis unos veces más ;)","7 de septiembre de 2019","Mi lugar favorito",5
"223","Es un descanso refrescante para la gran cantidad de arte gótico que se ve en basílicas o catedrales a lo largo de Europa. Diseños revolucionarios del para la época que aún tienen vigencia y gran proyección. Un proyecto aún por terminar pero que promete una...Más","7 de septiembre de 2019","Refrescante vista mucho para contemplar",5
"224","Un lugar soñado, de una sensibilidad extrema. Imposible no visitar. Gaudí genio total en su proyecto no ha dejado nada suelto, todo está pensado y reflejado en cada rincón. Recomiendo visitarla si o sí.","7 de septiembre de 2019","Sagrada Familia",5
"225","solo dire que hay que entrar y admirar todo ,el genio de Gaudi y a todos los que han continuado su obra..los vitrales maravillosos de dia y de noche..","6 de septiembre de 2019","un pedacito de cielo",5
"228","Estuvimos desde por la mañana , pero pensábamos que no habría problemas de aforo al ser una basílica tan grande y cuál fue nuestra sorpresa que a las seis de tarde ya no había entradas y en el parque Güell “UN PARQUE” y tampoco había...Más","6 de septiembre de 2019","No pudimos pasar",5
"229","A la hora acordada el guía nos esperaba en el punto de encuentro y nos entregó los audífonos.
El recorrido comienza por el exterior describiendo las fachadas y la historia desde la concepción de la basílica. A continuación en el interior del templo continúa la...Más","6 de septiembre de 2019","Visita guiada a la Sagrada Familia. Un templo impresionante",5
"230","Magnífico exponente de arquitectura. Vale la pena 100% verlo (incluso sólo desde fuera) dándole la vuelta 360°","6 de septiembre de 2019","Variedad de fachadas",5
"232","Le puse 4 puntos porque no soy católico practicante sino iban 5 y me largaba a llorar (como vi a mucha gente, minimo 5 personas, llorando mal). Hagan con audio guia y llevate auricular; nosotros justo teniamos el que te regalan en el paseo del...Más","5 de septiembre de 2019","Mundo profundo contado de modo simple ",5
"233","Tienes que visitarla es de otro mundo, Gaudí es un ícono, su arquitectura lo maximo, hoy en día no existe esta arquitectura, además la representación de la espiritualidad se siente en el alma","5 de septiembre de 2019","Amazing ",5
"234","Increible Gaudi. No es de extrañar que la sagrada familia sea uno de los monumentos más visitados del mundo. Si el exterior es precioso prepararos a ver el interior","5 de septiembre de 2019","Espectacular",5
"235","Preciosa, nos encantó. Fuimos con nuestros hijos y cuando llegas y la vez es impresionante. La recocomiendo a todo el mundo que visite Barcelona.","5 de septiembre de 2019","Me encantó",5
"238","Simplemente increíble lugar, muy interesante todo lo que pensaba y el proyecto del autor, no dejen de pedir audio guía pues vale la pena la explicación de cada detalle.","4 de septiembre de 2019","Increíble",5
"239","Gaudí proyectó que su basílica fuese construida en piedra desde sus cimientos hasta la cruz que un día la tiene que coronar. Por desgracia ya hace años que se está utilizando cemento para poder acabar la obra cuanto antes en beneficio del turismo de chancleta...Más","4 de septiembre de 2019","¡Qué pena!",5
"240","La basilica es un monumento que merece ser conocido, realmente por fuera y por dentro son lugares que llaman mucho la atencion su arquitectura y que a mi parecer merece ser conocido. Algo importante a tener en cuenta es que NO se pueden comprar tikets...Más","4 de septiembre de 2019","Muy imponente",5
"242","La apariencia arquitectónica de este objecto es muy impresionante. Muy recomendable para personas que le interesa la arquitectura. La espera es bastante larga para entrar, pero vale la pena.","4 de septiembre de 2019","Muy Interesante ",5
"243","La adaptación de las formas de la naturaleza a la arquitectura realizada por Gaudí es impresionante. Solo lo podía hacer un genio.","4 de septiembre de 2019","Sencillamente ESPECTACULAR",5
"244","Es increíble esta obra. No pueden dejar de visitar con un guia que les cuente la historia, los significados de las distintas partes","4 de septiembre de 2019","Majestuosa",5
"245","Espectacular, diferente a todo. Vale mucho la pena visitarla. Mejor coger entradas por internet. Y un guia personal que pueda contarte todas las anécdotas.","4 de septiembre de 2019","Una basilica singular",5
"248","Es una joya de la arquitectura mundial, imprescindible su visita, si no se puede conseguir una visita al interior, debido a las largas colas, como mínimo, el admirarla desde el exterior ya vale la pena","4 de septiembre de 2019","Imprescindible",5
"249","No dejar de entrar  a la basílica  . Debe reservar con anterioridad puede hacerlo por internet . Es una visita obligatoria si visita Barcelona","4 de septiembre de 2019","La sagrada Familia es una obra maestra",5
"250","Es impresionante la belleza de sus vitrales y la majestuosidad de su arquitectura, así como la luz del sol se adentra en el interior dando una luminosidad inimaginable.","4 de septiembre de 2019","Majestuoso!!!",5
"252","os recomiendo comprar la entrada completa y apreciar las vistas a la ciudad, por la tarde suele haber menos gente.","4 de septiembre de 2019","vistas espectaculares",5
"253","Parada obligatoria. Si les gusta la arquitectura lo disfrutaran mas. Se pueden hacer hermosas fotos en los alrededores.","4 de septiembre de 2019","Iconico",5
"254","Todo el interior con la iluminación es espectacular y puedes ver todos los detalles de la construcción","4 de septiembre de 2019","ILUMINACION INTERIOR",5
"255","Todo es escesivamente caro en Barcelona.
No se que piensan que tienen.
Tomar una cerveza por Barcelona es 4 veces mas caro que en Andalucia y no esperes nada mas que una simple cerveza sin ser acompañada por nada.","4 de septiembre de 2019","Turismo del timo",5
"258","Es increíble tanto por fuera como por dentro es un sitio único en barcelona con sus espectacular visitas, lo recomiendo 100% .","4 de septiembre de 2019","Maravilloso lugar",5
"259","Merece realmente la pena hacer la visita por la originalidad y singularidad de la arquitectura de este templo","4 de septiembre de 2019","Impressionante!",5
"260","Impresionante magnífico una obra de arte digna de  visitarse al menos una vez en la vida espero volver pronto","3 de septiembre de 2019","Belleza",5
"262","Una autentica maravilla y única en su genero se puede decir que podemos estar viendo una obra maestra de su creador antonio gaudí.","3 de septiembre de 2019","UNICA EN EL MUNDO",5
"263","La obra es majestuosa, pero los remates son infantiles y lejos del deseo de Gaudi. Es decir, vale la pena si te dejas llevar por la luz a través de sus vidrieras, pero no analices su estética.","3 de septiembre de 2019","Una de cal y una de arena",5
"264","Un visita emotiva y muyyyy interesante, despues de varios intentos porfin logramos visutarla y sin duda inilvidable.","3 de septiembre de 2019","Espectacular",5
"265","Estuve en barcelona por gestiones personales y aproveché de conocer la basílica, sin desperdicio, hermosa obra de arte, solo trata de no ir en temporada alta porque hay demasiada gente","3 de septiembre de 2019","Bellísimo",5
"268","La sagrada familia es un lugar único, mágico, imperdible, parece que lleve toda la vida ahí, como las catedrales góticas o romanas, pero no, en apenas 100 años ya es historia de la Humanidad en mayúsculas","3 de septiembre de 2019","Sitio mágico",5
"269","Fuimos con nuestros hijos de 20 y 12 años. Sacamos la visita guiada en una oficina de turismo. Vale la pena . Lo haces con un audio guía que te va detallando todo. Vale la pena lo que sale y lo que ves . Lo...Más","3 de septiembre de 2019","No se pierdan entrar a esta Maravilla",5
"270","Las largas filas y los grupos de tours son bastantes largas pero al entrar estás contemplando una maravilla de espacio, arquitectónico y espiritual. Muy recomendable!! Es preferible no llevar los cochecitos de los niños. Son muy estorbosos.","3 de septiembre de 2019","Un precioso paseo por la naturaleza de Gaudí!",5
"272","Una visita imprescindible para todo el que visite alguna vez la ciudad de Barcelona...Un orgullo el tenerla entre nosotros...Una obra única e irrepetible..","3 de septiembre de 2019","UNA VISITA UNICA!!",5
"273","Ha sido hasta este momento la opinión más difícil de escribir. No alcanzan las palabras para describir esta obra maravillosa.
Inclusive si no se es creyente o se profesa otra religión, este recinto magno transmite no solo por su indescriptible belleza sino también por su...Más","3 de septiembre de 2019","Sublime ",5
"274","La catedral es preciosa en si misma, sin embargo la subida a las torres según mi punto de vista es innecesaria ya que no ofrecen más que vistas de la ciudad que puedes encontrar en otros lugares más económicos, pero la fachada exterior y la...Más","2 de septiembre de 2019","Preciosa",5
"275","Está casi terminada. El plazo estimado para que esté acabada del todo es 2026, coincidiendo con el centenario de la muerte de Gaudí. Es una obra de arte se mira por donde se mire. Vale la pena visitarla sí o sí. Mejor comprar la entrada...Más","2 de septiembre de 2019","Maravillosa",5
"278","Es digno de ser conocido este lugar. Sus autores, porque son muchos los que continúan la obra de Gaudi, son   personas que han hecho una obra de arte, espiritualidad,  amor, arquitectura, mágico lugar donde cada cosa tiene su razón de ser.","1 de septiembre de 2019","Una experiencia sagrada",5
"279","La basílica esta llena de referencias a la naturaleza, es una magna obra que el genial arquitecto Antoni Gaudí imaginó para explicar al mundo con imágenes la universalidad del ser humano y su conexión con Dios.","1 de septiembre de 2019","El espacio interior mas bello del mundo",5
"280","Es majestuosa por fuera y sobrecogedora por dentro, por su inmensidad y su grandeza. Si admirando las fachadas se puede estar horas, el interior es impresionante. La luz al pasar por las vidrieras se convierte en magia de colores: desde el rojo vivo hasta el...Más","1 de septiembre de 2019","Única en el mundo",5
"282","Es la 5ta vez que hago el tour, regreso año con año para ver los avances de la misma.
La iglesia es una obra de arte impresionante!!!
La audioguia es genial porque explica de manera sintética lo que pensaba el arquitecto.
La pasamos genial y...Más","31 de agosto de 2019","La Basílica mágica",5
"283","Extraordinario, demasiada cola y gente. Poco coordinado en la organización de entrada. Por otra parte es indiscutible la magnitud del monumento.","31 de agosto de 2019","Vista con amigos",5
"284","En mi caso llegue de noche y al volver la esquina de la calle Sardenya ahí estaba impresionante toda iluminada y de un tamaño grandioso y que será más grande en estar terminada 
Por dentro es espectacular muy iluminada por vidrieras de colores 
Me ha...Más","30 de agosto de 2019","Viaje a Barcelona ",5
"285","Es una maravilla en todos los sentidos, el guia Jaime Andres un fenomeno, es la obra por la que destaca Barcelona.","30 de agosto de 2019","Espectacular",5
"288","La Sagrada Familia es impresionante y es de obligada visita.

Pero eso no significa que te obliguen a pagar una entrada con un precio a todas luces desorbitado. Además, si quieres realizar la visita sin guía o audioguía solo podrás realizarla a determinadas horas a...Más","29 de agosto de 2019","Muy cara y sin opción de elegir",5
"289","Sin duda el mejor legado de Antonio Gaudí que siguen las obras del proyecto a un ritmo que hace prever que en unos años puede quedar finalizada, el mejor regalo para la ciudad que día tras día recibe miles de turistas.","29 de agosto de 2019","La mejor herencia de Gaudí ",5
"290","Que decir de la Sagrada Família, visita obligatoria para todos los visitantes de Barcelona.
Maravilla arquitectónica de Gaudí.
Icono de Barcelona.","29 de agosto de 2019","Maravilla",5
"292","Obra prima de Gaudi, diga de ser vista da, impresionante obra arquitetônica que define el estilo de su autor!","29 de agosto de 2019","Basílica Sagrada Família Barcelona",5
"293","Grupo de 14 personas de paises diferentes y se quedaron alucinados!
Falta mucho por hacer, pero lo que hay hasta el momento, no deja de sorprender a cualquier turista. Recomiendo!","28 de agosto de 2019","Sorprendente",5
"294","Tanto por fuera como por dentro, lo más imponente que tiene Barcelona. Increíble, un “Must see” de la ciudad. Tanto por dentro como por fuera","28 de agosto de 2019","Grandiosa",5
"295","Después des nuestro Brunch en Billy Brunch fuimos a visitar la basílica que quedaba justo al lado, la pasamos muy bien!","28 de agosto de 2019","Super sitio",5
"298","La Sagrada Familia es espectacular y maravillosa, es arte y esta alineada a la ciudad majestuosa de Barcelona.","28 de agosto de 2019","Imponente",5
"299","Obviamente es la gran atracción de Barcelona, y no defrauda para nada. Es una obra monumental de Gaudí, quien trabajó en ella durante los últimos 40 años de su vida.
Por más de ser una iglesia, hasta el más ateo puede disfrutar la visita, porque...Más","27 de agosto de 2019","Imperdible",5
"300","Es increible, nada que hayas podido ver antes se asemeja. Además al estar en construcción, cada vez que vayas va a ser diferente. Es increible","27 de agosto de 2019","Evolutivo, Increible",5
"302","Hermosa catedral Fuimos a las 18hs Entraba el sol a tr
de los vitro Majestuosa imagen La arquitecttura y la vista de las torres impresionante Hay que tener en cuenra si vas con niños Es complicada con ellos bajar El lugar es trecho Pero vale...Más","27 de agosto de 2019","Majestuosa",5
"303","Pues eso, siendo ateo no creo en religiones, pero he de reconocer, que esta basílica hay que visitarla seas de donde seas y de la religión que seas.","26 de agosto de 2019","Yo, que soy ateo...",5
"304","En la basílica de la sagrada familia de Barcelona que es el segundo momento más visitado de Europa necesita mínimo de una semana para conocerla en su totalidad. Tuve ocasión de entrar en la cripta y visitarla por fuera. Te dejan verla de manera gratuita...Más","26 de agosto de 2019","Impresionante Gaudí ",5
"305","Si vas a Barcelona tienes que ver la gran basílica de la sagrada familia, un lugar espectacular y único.","26 de agosto de 2019","Preciosa ",5
"308","Esta obra te deja sin aliento, es increible su arquitectura y su historia, sus detalles y su grandeza. Merece la pena cada euro el visitarla por dentro, aprender su historia con la audioguia. Si tienes un poco mas de curiosidad no dejes de subir a...Más","25 de agosto de 2019","Te deja sin aliento",5
"309","Fuimos en agosto de 2014 (pero como no usaba esta app) pues estoy haciendo ahora todas mis reseñas, la basílica es algo impresionante, maravillosa, no hay que perdérsela bajo ningún concepto, Gaudí tenía muchísimo gusto para crear obras de arte, y esta es una de...Más","25 de agosto de 2019","Visita obligatoria ",5
"310","Al sacar tickets online que imponen un horario de entrada, se ha hecho más ordenada la visita y por lo tanto se contempla la belleza de esa catedral mucho mas que años anteriores","24 de agosto de 2019","Majestuosa",5
"312","Luego de muchos años volví a la Iglesia. Es maravillo ver sus avances y supera toda expectativa. La obra de Gaudí es impresionante pero su reflejo en esta Iglesia no tiene igual.","24 de agosto de 2019","no hay que perdersela",5
"313","La Catedral en si es una preciosidad, y el guia, Jaume Andreu, divertido, rigoroso y muy dinamico atendiendo a las preguntas. Fantastico!!!","24 de agosto de 2019","Visita y guia fantasticos",5
"314","Hermoso e impotente son las mejores palabras que describen esta basílica realmente hermosa otra parada obligada para conocer","24 de agosto de 2019","Hermoso",5
"315","Solo la visite por fuera y es muy bonita aunque están obras actualmente, hay bastantes turistas. La avenida gaudi se come muy bien","23 de agosto de 2019","Muy Bonita la Iglesia",5
"318","La visita con guía fue impresionante, tanto por dentro como por fuera: las explicaciones ayudan a entender la obra de Gaudí","22 de agosto de 2019","basílica expiatoria excepcional",5
"319","Es hermosa, mi obra arquitectónica favorita, la gran belleza se puede admirar desde afuera. Aunque vale la pena comprar los boletos con anticipación y de forma electrónica.
P.D. No compren el boleto de entrada de las 7:15 ya que a las 8:15 empiezan a sacarte...Más","22 de agosto de 2019","Sin palabras!!!",5
"320","Un lugar que te dejara sin palabras. Diferente, distinto a todo. Arte en estado puro. El talento de Gaudi es inmenso","22 de agosto de 2019","Grandioso",5
"322","Muy recomendable la visita y más con la audioguía... La basílica, espectacular. Y el día que esté rematada, será la leche. Si puedes, sube a las torres!!!","22 de agosto de 2019","Espectacular",5
"323","Ver con tus propios ojos el genio de Gaudí...  algo que no puedes dejar de hacer en esta vida.  Visita la Sagrada Familia con tu esposa, tus hijos, ...  Disfrútala!","22 de agosto de 2019","IMPRESIONANTE",5
"324","Muy organizado tanto para la compra de entradas y la visita guiada. No tardamos más de 20 minutos en acceder a la Basílica. Entramos muy pronto, cuando salimos había mucha gente esperando para entrar. Merece la pena madrugar.","21 de agosto de 2019","Genial!!",5
"325","no importa si sos o no catolico, arquitectonicamente es imponente, merece la pena la visita, recomiendo sacar por internet las entradas es mucho mas agil el ingreso","21 de agosto de 2019","imponente",5
"328","Alzar la vista y encontrarte con ello es algo que no se puede explicar con palabras. Cada vez que la veo, la impresión es grandísima. Al menos para mí, que la puedo visitar muy de vez en cuando.","21 de agosto de 2019","Impresionante",5
"329","Divina!!!!
Obra espectacular,aún no terminada
15 años que la visitó!
Comprar entrada por internet,sino es imposible entrar","21 de agosto de 2019","Sagrada Familia",5
"330","La Basílicia de la Sagrada Familia es una hermosa obra maestra, además de ser una gran experiencia religiosa. Definitivamente hay que visitarla. Nosotros hicimos la visita con la audioguía y, en adición, subimos a la Torre de la Pasión. Totalmente recomendada.","20 de agosto de 2019","Magistral!!!",5
"332","Es el punto más visitado de Barcelona, por lo que es necesario reservar la entrada (día y hora) con antelación en la página oficial de la basílica. No se pueden ir de Barcelona sin visitar esta maravilla de Gaudi, aún inconclusa. Está prevista que esté...Más","20 de agosto de 2019","Visita obligada. Obra Maestra!",5
"333","Es impresionante pero lástima de las obras interminables no permiten ver su esplendor. En cada lugar donde miras hay algo que llama la atención.","20 de agosto de 2019","Un lugar a visitar",5
"334","Es impresionante la
Construcción y su majestuosidad !!! La están limpiando , pero vale la pena ir a verla igual","19 de agosto de 2019","Impresionante",5
"335","Si estás en Barcelona no podes perder la oportunidad de ingresar a la Sagrada familia. Sacamos la entrada con audioguía y fue muy útil. Merece completamente la pena!!!","19 de agosto de 2019","Emocionante ",5
"338","Primero es muy interesante lo ordenados que son con el sistema de las entradas, es absolutamente necesario comprarlas antes para ingresar sin problema a la hora indicada y poder verla con calma y sin tanta gente. El exterior es imponente, desde donde la mires verás...Más","18 de agosto de 2019","Impresionante arquitectura, sobrecogedor interior",5
"339","Si no crees en Dios, probablemente visitar esta magnifica obra ayude a tu conversión. Es impresionantemente conmovedor su diseño, el juego de luces naturales que entran por los vitraux y conmueve ver el amor y la pasion que desde Gaudi en adelante  todos ponen el...Más","18 de agosto de 2019","Obra suprema de la arquitectura",5
"340","Siempre que viajó a barcelona paso a ver esta maravillosa Basílica. Todavía se me ponen los pelos de punta cada vez que la veo. Creo que es una parada obligada si pasas por Barcelona.","18 de agosto de 2019","Impresionante",5
"342","Una auténtica obra de arte e ingeniería, si ya por fuera impresiona, por dentro es indescriptible... Lo único que están tardando mucho en acabarla, y otra pega es la cantidad de gente que quiere entrar a verla, algo totalmente normal.. Cuando vuelva a Barcelona volveré...Más","17 de agosto de 2019","Volveré",5
"343","Es un monumento impresionante,imprescindible visitar y sobre todo conocer su historia. Impresionan las tres fachadas por sus contenido y el interior por su simple majestuosidad, su bosque de árboles formados por las columnas y las diferentes tonalidades de sus cristaleras. Un consejo,visitarla con audioguia o...Más","17 de agosto de 2019","Imprescindible",5
"344","Faltan las palabras para describir la magnificencia del lugar. No importa si eres una persona espiritual o agnóstica: en el primer caso lo vivirás como un viaje intenso por la vida de Jesús y su familia; en el segundo quedaras maravillado con la creatividad de...Más","17 de agosto de 2019","Imperdible!",5
"345","Un lugar espectacular, y muy alucinante. Cómo es natura si vas en agosto está apestado de gente, pero incluso así se puede observar y apreciar toda su gloria. 
Recomiendo ir con guía o pagar por el audio guía, tiene. Mucha info que de otra forma...Más","16 de agosto de 2019","Diseñadora de interiores",5
"348","Maravillosa visita, la basílica te deja sin palabras nada mas llegar, te faltan ojos para mirarlo todo, grandiosa y espectacular, reservamos visita guiada con getyourgide, todo muy bien, el guia Carlos un crack, muy ameno e instructivo, lo recomiendo a todo, un saludo, Eugenio.","16 de agosto de 2019","Maravillosa visita",5
"349","Es una de las visitas obligadas que tiene la ciudad de Barcelona, es un obra de arte monumental de arquitectura.
Recomiendo que compren las entradas anticipadas en la página oficial por internet para economizar (sale 5 euros menos online) y evitar las filas.","15 de agosto de 2019","Obra de arte monumental de arquitectura",5
"350","No es una simple Básilica, se trata de una obra faraonica sin precedentes.
Tiene belleza en toda ella y cada piedra explica una historia. Ha este templo acuden turistas de cualquier religión para contemplar tal maravilla","15 de agosto de 2019","Arquitectura sin palabras",5
"352","Quede impresionado con esta basílica , por mucho la más importante de Barcelona , su estilo es único y sigue en construcción , muy moderna pero increíble , quede sorprendido , recomiendo sacar entradas en línea y ahorrarse las filas","14 de agosto de 2019","Basílica muy moderna ",5
"353","No hay palabras para describir esta obra de arte. Te deja sin palabras. Dentro y fuera del recinto no podes parar de admirarla. Espectacular por donde se la mire. La visita al museo es muy clara, te explica la obra y la idea de Gaudi.","14 de agosto de 2019","QUITA EL ALIENTO",5
"354","Visita obligada, obra maestra, un nuevo concepto de Catedral. Ya se puede admirar porque está casi construida; observe como se soporta el peso de la parte alta. En el museo pude ver como Gaudí calculaba las estructuras y su forma. Loas arquitectos que terminan la...Más","14 de agosto de 2019","Obra maestra de principios del siglo XX",5
"355","Una iglesia con mucha historia, a pesar de que no se ha culminado su construcción es muy interesante su historia y todo lo que han pasado.","14 de agosto de 2019","Demasiado hermoso",5
"358","Para que no lo sepa los miércoles a partir de las 15 horas si eres desempleado y llevas el carnet de paro o certificado que lo demuestre puedes entrar sin cita previa a ver el interior de la Sagrada Familia
Hay que solicitarlo en una...Más","14 de agosto de 2019","Visita gratis por el interior ",5
"359","muy bonita por fuera sobre todo la fachada del nacimiento y la basilica por dentro es  impresionante y original con bastante claridad.  
Obra maestra de Gaudi.","14 de agosto de 2019","Basilica impresionante",5
"360","Un buen sitio para ver este colosal catedral , muy bonita por fuera pero cara por dentro , si quieres ir a visitarla tienes que reservar unos días o semanas antes .","14 de agosto de 2019","InCreible ",5
"362","Única en el mundo. 
Obra maestra de Gaudí.
Creen finalizar la majestuosa obra en el 2025.
En los últimos años gracias a las aportaciones de empresas y gente privada, y las entradas para visitar la basílica , han conseguido bastante empuje económico para dar un...Más","13 de agosto de 2019","Única en el mundo ",5
"363","De las iglesias (basílica) más lindas del mundo, sino es la más linda.
Vale la pena visitarla con la audioguía, ya que cuenta información super interesante. 
Gaudí realmente fue un genio y cada detalle esconde un secreto o una intención. 
Desde las columnas del templo...Más","13 de agosto de 2019","La más linda del mundo mundial",5
"364","Una obra como la Sagrada Familia no puede merecer menos de un 5.
Pero a mí personalmente, después de conocerla tantos años ""por fuera"", me desilusionó un poco.
Me pareció caótica por dentro. Sin sentido. Cómo notas sueltas, quizás como un Jazz, que tampoco entiendo....Más","13 de agosto de 2019","No tan impresionante!",5
