"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"661","Impresionante seria la palabra para poder explicar la sensación. Uno de los lugares mas sorprendentes de la ciudad que cada vez que visitamos nos sorprende mas y mas. Una obra de ingeniería verdaderamente increíble.","26 de junio de 2019","IMPRESIONANTE",4
"667","si estas en Barcelona no podes no ir a la basílica es un obligado en Barcelona hay que tomarce un tiempo para recorrerla bien y los alrededores tb es muy lindo","24 de junio de 2019","un lugar infaltable",4
"671","Visitamos los alrededores de la misma, ya que se nos hizo tarde para la compra de boletos.Comparando los alrededores con otro viaje anterior, encuentro que el medio ambiente no es nada agradable, está desatendido y proliferan muchos restaurantes internacionales. Antes habían más lugares para comprar...Más","24 de junio de 2019","Turistiando ",4
"677","Es un sitio obligado para ir. Gaudi merece la pena. Si trabajo y el de sus sucesores es bestial. Sin duda.  El precio de la entrada es ligeramente carillo ( a no ser que cojas fechas muy muy limitadas) que sale ""solo"" a 17 euros.....Más","23 de junio de 2019","Espectacular pero masificado",4
"681","La eterna construcción de esta emblemática construcción nos recuerda a un hormiguero gigante, al anhelo de querer tocar el cielo y lo pequeño que uno puede sentirse ante algo tan majestuoso. Uno se pregunta de dónde proviene la inspiración del creador que murió en trágicas...Más","23 de junio de 2019","La catedral del mundo",4
"687","Pedazo de arquitecto el gaudi. Grande obra para la ciudad de Barcelona.
Es preciosa e impresionante por fuera. Cuando la acaben será increible aunque ahora también lo es...
Es una de las visitas indispensables de la ciudad.
Se llega facil con el metro","20 de junio de 2019","Brutal",4
"691","Creo que sobrepaso mis expectativas, un lugar verdaderamente impresionante. A mi opinión tienen mas seguridad que un Aeropuerto internacional...  Un lugar que vale la pena visitar, las visitas con guía muy recomendables, solo que consideren las que son con audífonos, no las de aparato tipo...Más","19 de junio de 2019","Barcelona y La Sagrada Familia",4
"697","Fuimos con guía, ya por segunda vez, esta vez visita al interior y la torre, incomparableme experiencia,  la arquitectura la historia religiosa y la historia de Gaudi su arquitecto. Muy recomendable la visita, subir a la torre y sacar cientos de fotos tanto desde el...Más","17 de junio de 2019","Fabuloso paseo historico",4
"701","Sigue maravillando el proyecto, cada vez que te acercas ves alguna cosa que te llama la atención. Si bien la entrada es un poco cara pero...... Como.en otros países","16 de junio de 2019","Increíble",4
"707","La Basílica de La Sagrada Familia es sin lugar a dudas la ""obra maestra"" del genial arquitecto Antoni Gaudí..... inició su construcción en el año 1882 y los trabajos continúan hasta el día de hoy, con fecha proyectada de término para el año 2030......aunque aún...Más","15 de junio de 2019","Visita Obligada a la Obra Maestra de Gaudí",4
"711","Maravillosa y espectacular, diáfana y luminosa, moderna y inperecedera, grandiosa pero amable, es un monumento a la alegría, la naturaleza y el espíritu, un ejemplo de como deben ser los templos cristianos, y contrapuesto a la oscuridad y frialdad de los mármoles y piedras de...Más","14 de junio de 2019","Un poco más cerca del cielo",4
"717","La Basílica de la Sagrada Familia es un lugar hermoso, es un espacio que tiene una espiritualidad muy fuerte, independientemente de la religión a la que hagamos parte o en la que creamos. Ver el nivel de detalle con el que ha sido construida y...Más","13 de junio de 2019","Visita Basílica de la Sagrada Familia",4
"721","De todo lo que hablan es verdad magnifica, impresionante bonita y solemne, ademas subí a una de las torres realmente es una obra maestra.","11 de junio de 2019","IMPERDIBLE",4
"727","Opino que la gente debe conocer tanta maravilla. La conjugación de los colores de los cristales, que van variando de color según la hora del día. Es digno de visitar.","10 de junio de 2019","La basílica por antonomasia",4
"731","Bellísima! No alcanzan las palabras, es majestuosa. Solo volvería a Barcelona para visitarla nuevamente.","9 de junio de 2019","El gran imperdible de Barcelona",4
"737","Es una obra arquitectónica que te hace sentir que el equilibrio y la perfección son posibles. Por fuera es imponente, por dentro es impresionante. 
Merece la pena visitar las torres a pesar del vértigo y las colas.... Es como estar tocando el cielo","9 de junio de 2019","No hay que perdérsela!",4
"741","Majestuosa construccion ( hasta ahora , ya que estiman culminarla en el 2026) , es increible ver todos los detalles que tiene esta Basilica , todo se ha hecho rerspetando los disenos originales de Gaudi, sencillamente un Genio .","8 de junio de 2019","Majestuosa",4
"747","Recomendable tramitar los boletos de entrada con antelación debido a que se agotan de forma inmediata.","7 de junio de 2019","Impresionante",4
"751","Exelente iglesia muy monumental con exquisitas torres q aun no han sido terminada en su mayoria,.
No pude aseder a su interior ya q estaba todo lleno y no nos permitieron ingresar peo lo q aprecie por afuera es muy bello y muy emblematico con...Más","6 de junio de 2019","viaje",4
"757","Muy interesante visita a una ciudad llena de cosas interesantes.
Sobre todo son interesantes los monumentos y jardines.","5 de junio de 2019","Unos días en Barcelona",4
"761","Hacía tiempo que no íbamos y esta muy avanzada, ojalá se termine pronto, porque cada vez se aleja más del estilo inicial","5 de junio de 2019","Impresionante",4
"767","Una visita imperdible. Haber contratado un guía se torna indispensable para aprovechar al máximo el conocimiento de esta obra arquitectónica!","5 de junio de 2019","Sublime!",4
"771","Un lugar mágico. Una visita imperdible para quien viene a Barcelona. 
Si vistas en verano comprar la entrada con antelación para evitar las colas que suelen ser muy grandes","5 de junio de 2019","Fantástico",4
"777","Se trata de una impresionante e increíble obra de arquitectura moderna iniciada a finales del siglo XIX.  Innovación y creatividad a raudales.

Si realmente te interesa el edificio, su historia y la del arquitecto Antoni Gaudí, muy importante escoger visita guiada.  

No olvides la cámara,...Más","5 de junio de 2019","Si crees que el exterior es espectacular, espera a ver su interior, especialmente en un día soleado.",4
"781","Todos loa familiares salieron con la misma sensación que les había sorprendido y que valía la pena visitar la Sagrada Familia. Es imprescindible llevar audioguia o guia para que te explique cada zona y el porqué. Y la Torre que visité fue la pasión. Recomiendo...Más","5 de junio de 2019","Impresionado",4
"787","La Sagrada familia es una obra de ARTE, con mayúsculas. Aunque fué iniciada como un templo expiatorio, sin más connotaciones religiosas, la Iglesia católica se ha adueñado de su rentabilidad, pese a que las contribuciones de particulares y entidades oficiales, son las que sustentan su...Más","4 de junio de 2019","Imprescindible ",4
"791","No soy católica, pero me impresionó ver la arquitectura y las vidrieras de la basílica. Las vistas desde las torres deben ser espectaculares","4 de junio de 2019","Una maravilla!!",4
"797","Un lugar mágico, donde el tiempo se para  admirando la obra maestra de Gaudí, realmente una maravilla","4 de junio de 2019","Recordando",4
"801","Estuve con unos familiares y realmente fue una gran experiencia.
La luz que entra por las vidrieras si el día es soleado es maravillosa..pone la piel de gallina por su belleza.","3 de junio de 2019","Lugar único",4
"807","Va demasiada gente, es mejor reservar la entrada con tiempo, las mejores tomas se hacen desde las esquinas donde hay menso gente.
El bus turístico es muy buena opción para llegar, puesto que uno lo paga para dos días y puede uno bajarse y subirse...Más","2 de junio de 2019","Única ",4
"811","A ver si la terminan de una vez, imposible sacar una foto sin un andamio. Una pena porque el monumento es espectacular.","1 de junio de 2019","Obras",4
"817","Vaya. Vale la pena. La entrada incluye audioguía que le explica todo para aprovecharlo bien. Por un extra puede subir a alguna de las torres. Es bonito. Se ve Barcelona desde arriba. Si lleva mochila grande o equipaje lleve monedas para lockers. Reserve con tiempo...Más","30 de mayo de 2019","Excelente ",4
"821","Ni más ni menos, masificación salvaje....a evitar si es posible el monumento es una pasada pero los chiringuitos de la zona y la cantidad de choricillos es un tremendo agujero negro","29 de mayo de 2019","Masificado",4
"827","Subyuga al  verla, su altura y detalles, La Sagrada Familia abre al público entre las 9:00 y las 18:00 en invierno y entre las 9:00 y las 20:00 en verano.","28 de mayo de 2019","imponente",4
"831","El lugar es hermoso y cada detalle es una sorpresa. Aconsejo comprar las entradas en línea por adelantado, más si quiere subir a las Torres de Nacimiento o de la Pasión, ya que no siempre hay espacio disponible. Además recomiendo la audio guía si quiere...Más","28 de mayo de 2019","Una joya arquitectónica ",4
"837","Llegamos a la sagrada familia por nuestra cuenta, en bus. Compramos la entrada online con audioguia incluida. Desde el inicio del recorrido la auditoria cuenta a la perfección cada detalle de la construcción y el porque de cada uno, sin importar la religión de quién...Más","27 de mayo de 2019","Impactante y movilizante",4
"841","Una obra arquitectónica única en su estilo. La firma de Gaudí se ve en cada rincón, la audio guia ayuda a entender y conocer más 
Aún esta en construcción por lo que las gruas hacen que las fotos del exterior no sean del todo perfectas","26 de mayo de 2019","Magnifico ",4
"847","La única pena es saber si llegaremos a. Ver esta maravilla sin las gruas de fondo,obra brillante y emblema de la ciudad","25 de mayo de 2019","Visita obligada",4
"851","Cada vez me maravilloso más de lo que es, siempre hay algo para descubrir ...prestar atención siempre y detenerse en cada detalle","23 de mayo de 2019","Deslumbrante",4
"857","Obra de arte hecho iglesia. Increible. Ir por la tarde con la puesta de sol, ya que los vitreaux muestran una luz hermosa","22 de mayo de 2019","No dejar de ir",4
"861","Me encanto, no tengo palabras para describirlo. El único consejo que les doy es ir con paciencia ya que va mucha gente, asi que van a tener una gran fila. Por ultimo eviten comprar cosas en los al rededores de la iglesia ya que tienen...Más","21 de mayo de 2019","La Famosa Iglesia",4
"867","Debes hacer tu reservación con tiempo por internet y llegar a la hora exacta, te recomiendo comprar audio guía para mejorar tu experiencia. Si vas a Barcelona debes ir ahí.","19 de mayo de 2019","Hermoso",4
"871","Teníamos muchas ganas de poder visitarla y la verdad es que no nos defraudó. El avance de las obras es más que evidente y para bien.
Muy recomendable si visitas Barcelona!!","19 de mayo de 2019","Preciosa",4
"877","Me encanto La Sagrada Familia!  Es un lugar que no puede faltar en tu visita a Barcelona.  Una Iglesia cuidadosamente diseñada y un lugar de oración excepcional.","18 de mayo de 2019","Bellísima obra de arquitectura!! ",4
"881","Las otras veces que había venido a Barcelona sólo la había visto por fuera, y me parecía muy linda ...
Esta vez la recorrí por dentro.
La entrada no es barata.
Es fundamental ir con audioguia, sino, uno se pierde muchos detalles.
A uno le...Más","17 de mayo de 2019","Impresionante !!! Imprescindible ir con audioguia",4
"887","Esta es una visita obligada si vas a Barcelona, es realmente una obra de arte y todo lo que te cuentan de ella se queda corto al conocerla. Recomendación: compra la entrada por internet, es un sitio tan turistico y probablemente te quedaras sin entras...Más","15 de mayo de 2019","Maravillosa...es una obra de arte!!!!",4
"891","Fuimos a visitar sagrada familia día sant Jordi ya q si te llamabas así podías entrar gratis y hacia años q no íbamos, tuvimos una visita muy agradable ya q está espectacular y a pesar de ser ese día y haber bastante gente se podía...Más","14 de mayo de 2019","Visita día sant jordi",4
"897","Saque la entrada por internet a traves de Barcelona City Pass.
LLegue y entre en el horario pactado. Es impresionante lo maravillosa que es, tanto por fuera como por dentro. 
Gaudi un Genio !!!","12 de mayo de 2019","Una maravilla !!!",4
"901","Les guste Gaudí, sean creyentes o no, si están Barcelona esta es una visita obligatoria. Majestuosa en la altura relativamente baja de la capital de Catalunya, la Sagrada Familia, siempre en construcción, impacta primero por su altura. Su torre mayor (inexistente por ahora) llegará antes...Más","12 de mayo de 2019","Visita obligatoria",4
"907","Visita obligada al viajar a Barcelona. Es una construcción impactante, tanto por dentro como por fuera. Recomiendo sacar las entradas con anticipación","10 de mayo de 2019","Muy linda experiencia",4
"911","Excelente visita,un lugar increible,la guia muy dspuesta y con un gran conocimiento sobre la historia , super recomendable.","9 de mayo de 2019","Sagrada Familia",4
"917","compre la entrada por anticipado y no tuve problemas para una entrada ágil,
por lo demás todo esta dicho,lo único que quiero agregar  es que me parece abrumadora, con muchos detalles que a mi gusto no deberían ir en una iglesia como esta
sobrecargada
lo...Más","8 de mayo de 2019","me parece sobrecargada",4
"921","Bellisimo, una experiencia para no olvidar jamas. La arquitectura de esta catedral es impresionante.","8 de mayo de 2019","Alucinante",4
"927","Es un lugar emblemático de Barcelona, una construcción como no hay otra en el mundo. Un verdadero templo de cultura y arte.","8 de mayo de 2019","Sagrada de verdad",4
"931","Genial es muy xulo pasear por alli hay de interes tienes el museo de barcino romano catedral el ayuntamiento la generalitat","8 de mayo de 2019","El gótico",4
"937","Una maravilla ! No se lo puede parecer nadie !
Un tip si suben alguna de  las Torres ! , hay que bajar 400 escalones en escalera de caracol .. eso no lo dicen ..","7 de mayo de 2019","Imperdible ",4
"941","Es muy recomendable obtener las entradas por internet con varios días de antelación y, si se puede, solicitar hora fuera de las horas punta, para evitar aglomeraciones ( por ejemplo, a las 15h). Conviene solicitar la visita con audioguía, porque las explicaciones hacen comprender la...Más","7 de mayo de 2019","¡Alucinante!",4
"947","Yo no voy a hablar sobre la basílica porque está todo dicho: es una obra de arte que hay que visitar; sólo quiero avisar que las entradas hay que llevarlas sacadas con antelación; que hay cola para la hora que tienes en el tiquet; que...Más","7 de mayo de 2019","Merece mucho la pena",4
"951","Hermosa, muy recomendable hacer visita guiada o con alguien que te pueda explicar todo el significado de cada parte, preferible hacerlo con luz del sol, si es en hinvierno mejor por la mañana, para poder ver los vidriales con luz, y preferible comprar la entrada...Más","7 de mayo de 2019","Una parada necesaria!",4
"957","Esta de más Comentar la gran experiencia que es estar en esta basílica. 15 euros cuesta entrar lo único es que es tan visitado que se hace mucha cola para entrar","6 de mayo de 2019","Majestuoso",4
"961","Hermosa Catedral, con una historia que está plasmada en sus muros, las esculturas, los vitales, colores etc es hermosísimo
Es obligado ir a conocer este monumento, pero las audioguías son determinantes para la visita o sino es imposible entender tanta belleza.
Realizar reserva es lo...Más","5 de mayo de 2019","Imponente",4
"967","Visitar la Sagrada Familia es algo excepcional, ya por fuera por su grandeza arquitectónica excepcional, por dentro dentro de su majestuosidad el sentir que todo lo que vemos tiene un sentido y una explicación, nada es por casualidad sino que todo tiene significado . Verla...Más","4 de mayo de 2019","La rosa de Gaudi",4
"971","Si quieres verla por dentro, reservar con antelación, al menos por fuera majestuosa, si palabras, increíblemente hermosa.","3 de mayo de 2019","Vacaciones por España ",4
"977","Sabia que es una catedral bonita pero me ha impresionado. Compramos las entradas por internet y casi no esperamos cola. Es bonita por fuera y por dentro y la luz que entraba de fuera a través de las vidrieras le daba aun más encanto. La...Más","1 de mayo de 2019","Es la joya de Barcelona",4
"981","Recomiendo ir para la caída del sol para contemplar la iluminación natural que crean las vidrieras en el interior, vale mucho la pena.","30 de abril de 2019","Iluminación ",4
"987","Es recomendable comprar los boletos de la entrada por internet y con anticipación porque se agotan fácilmente, tuvimos mucha suerte de conseguirlos un día antes de nuestra visita en plena Semana Santa. Mis hijos que habían estado unos días antes, no pudieron conseguir. La iglesia...Más","29 de abril de 2019","Hermosa",4
"991","Magnífica la obra de Gaudi 
Increíble la mente de éste genio un adelantado para su época. 
Emociona estar y disfrutar el lugar","28 de abril de 2019","Visita cultural ",4
"997","La verdad vale la pena recorrerla de punta a punta. tener audiogia te ayuda a entender la historia. y como fue pensada y a que lugar prestar atencion, ya que hay vitreay que debes mirar porque entra una luz diferente dependiendo del horario. Los detalles...Más","27 de abril de 2019","IMpresionante obra maestra de Gaudi NO TE LA PIERDAS",4
"1001","Visitar esta Basílica es algo casi obligatorio si vas a Barcelona. Están remodelándola  pero aún así  vale para buenas fotos.  En los alrededores hay cafeterías, lugares para almorzar. Zona recomendada.","26 de abril de 2019","IMPONENTE",4
"1007","Para quedarse embobado según la ves. Es impresionante. No creo que nadie quede decepcionado tras su visita. Solo por su visita Barcelona ya merece la pena. De lo más bonito que he visto por España.","25 de abril de 2019","Impresionante",4
